S.N.,Date,Traded Companies,Ticker,No. Of Transaction,High,Low,Close,Traded Shares,Amount,Open,Difference Rs.
1984,8/17/2020,Nepal Life Insurance Co. Ltd.,NLIC,302,1350,1324,1350,33962,45418171,1330,"20.00 
                                            
"
1985,8/18/2020,Nepal Life Insurance Co. Ltd.,NLIC,453,1366,1345,1360,61934,84232524,1350,"10.00 
                                            
"
1986,8/19/2020,Nepal Life Insurance Co. Ltd.,NLIC,323,1354,1327,1338,42059,56399157,1360,"-22.00 
                                             
"
1987,8/20/2020,Nepal Life Insurance Co. Ltd.,NLIC,121,1349,1325,1345,9757,13112234,1338,"7.00 
                                            
"
1988,8/23/2020,Nepal Life Insurance Co. Ltd.,NLIC,356,1377,1335,1362,42164,57456685,1345,"17.00 
                                            
"
1989,8/24/2020,Nepal Life Insurance Co. Ltd.,NLIC,631,1391,1362,1384,88254,121804396,1362,"22.00 
                                            
"
1990,8/25/2020,Nepal Life Insurance Co. Ltd.,NLIC,461,1390,1375,1379,58603,80997370,1384,"-5.00 
                                             
"
1991,8/26/2020,Nepal Life Insurance Co. Ltd.,NLIC,581,1392,1360,1362,91039,125210483,1379,"-17.00 
                                             
"
1992,8/27/2020,Nepal Life Insurance Co. Ltd.,NLIC,443,1390,1361,1372,53730,73912998,1362,"10.00 
                                            
"
1993,8/30/2020,Nepal Life Insurance Co. Ltd.,NLIC,253,1390,1360,1366,37521,51314308,1372,"-6.00 
                                             
"
1994,8/31/2020,Nepal Life Insurance Co. Ltd.,NLIC,800,1407,1360,1395,121081,168113317,1366,"29.00 
                                            
"
1995,9/2/2020,Nepal Life Insurance Co. Ltd.,NLIC,789,1420,1378,1385,112873,157557452,1395,"-10.00 
                                             
"
1996,9/3/2020,Nepal Life Insurance Co. Ltd.,NLIC,489,1403,1373,1375,57038,78712881,1385,"-10.00 
                                             
"
1997,9/6/2020,Nepal Life Insurance Co. Ltd.,NLIC,444,1443,1350,1374,50927,70374187,1375,"-1.00 
                                             
"
1998,9/7/2020,Nepal Life Insurance Co. Ltd.,NLIC,447,1384,1360,1361,60251,82495064,1374,"-13.00 
                                             
"
1999,9/8/2020,Nepal Life Insurance Co. Ltd.,NLIC,336,1375,1340,1369,36413,49755445,1361,"8.00 
                                            
"
2000,9/9/2020,Nepal Life Insurance Co. Ltd.,NLIC,438,1390,1373,1380,57481,79235509,1369,"11.00 
                                            
"
2001,9/10/2020,Nepal Life Insurance Co. Ltd.,NLIC,556,1420,1383,1393,65266,91099392,1380,"13.00 
                                            
"
2002,9/13/2020,Nepal Life Insurance Co. Ltd.,NLIC,1099,1424,1390,1424,137096,193463847,1393,"31.00 
                                            
"
2003,9/14/2020,Nepal Life Insurance Co. Ltd.,NLIC,822,1460,1416,1417,87374,125167560,1424,"-7.00 
                                             
"
2004,9/15/2020,Nepal Life Insurance Co. Ltd.,NLIC,535,1424,1403,1410,50792,71757308,1417,"-7.00 
                                             
"
2005,9/16/2020,Nepal Life Insurance Co. Ltd.,NLIC,456,1410,1395,1404,46089,64677142,1410,"-6.00 
                                             
"
2006,9/17/2020,Nepal Life Insurance Co. Ltd.,NLIC,492,1416,1392,1406,54293,76502017,1404,"2.00 
                                            
"
2007,9/20/2020,Nepal Life Insurance Co. Ltd.,NLIC,331,1476,1406,1406,33448,47305164,1406,"0.00 
                                            
"
2008,9/21/2020,Nepal Life Insurance Co. Ltd.,NLIC,457,1418,1395,1399,35548,49983508,1406,"-7.00 
                                             
"
2009,9/22/2020,Nepal Life Insurance Co. Ltd.,NLIC,559,1404,1379,1379,44874,62367687,1399,"-20.00 
                                             
"
2010,9/23/2020,Nepal Life Insurance Co. Ltd.,NLIC,333,1390,1370,1387,28725,39692011,1379,"8.00 
                                            
"
2011,9/24/2020,Nepal Life Insurance Co. Ltd.,NLIC,234,1394,1383,1387,23164,32143496,1387,"0.00 
                                            
"
2012,9/27/2020,Nepal Life Insurance Co. Ltd.,NLIC,301,1400,1377,1379,26689,36932862,1387,"-8.00 
                                             
"
2013,9/28/2020,Nepal Life Insurance Co. Ltd.,NLIC,389,1380,1370,1372,36356,49904459,1379,"-7.00 
                                             
"
2014,9/29/2020,Nepal Life Insurance Co. Ltd.,NLIC,321,1380,1367,1370,23790,32610295,1372,"-2.00 
                                             
"
2015,9/30/2020,Nepal Life Insurance Co. Ltd.,NLIC,340,1371,1360,1365,33821,46136850,1370,"-5.00 
                                             
"
2016,10/1/2020,Nepal Life Insurance Co. Ltd.,NLIC,355,1380,1367,1375,35173,48310452,1365,"10.00 
                                            
"
2017,10/4/2020,Nepal Life Insurance Co. Ltd.,NLIC,335,1393,1379,1380,29450,40822346,1375,"5.00 
                                            
"
2018,10/5/2020,Nepal Life Insurance Co. Ltd.,NLIC,317,1383,1364,1364,25677,35288283,1380,"-16.00 
                                             
"
2019,10/6/2020,Nepal Life Insurance Co. Ltd.,NLIC,342,1389,1365,1368,37835,51937774,1364,"4.00 
                                            
"
2020,10/7/2020,Nepal Life Insurance Co. Ltd.,NLIC,393,1400,1336,1368,47903,66037817,1368,"0.00 
                                            
"
2021,10/8/2020,Nepal Life Insurance Co. Ltd.,NLIC,313,1436,1368,1371,31097,42758901,1368,"3.00 
                                            
"
2022,10/11/2020,Nepal Life Insurance Co. Ltd.,NLIC,657,1405,1375,1386,72413,100685117,1371,"15.00 
                                            
"
2023,10/12/2020,Nepal Life Insurance Co. Ltd.,NLIC,306,1399,1374,1374,27014,37239665,1386,"-12.00 
                                             
"
2024,10/13/2020,Nepal Life Insurance Co. Ltd.,NLIC,210,1379,1372,1374,19756,27154189,1374,"0.00 
                                            
"
2025,10/14/2020,Nepal Life Insurance Co. Ltd.,NLIC,285,1387,1366,1373,35969,49474516,1374,"-1.00 
                                             
"
2026,10/15/2020,Nepal Life Insurance Co. Ltd.,NLIC,268,1385,1370,1374,39913,54857312,1373,"1.00 
                                            
"
2027,10/18/2020,Nepal Life Insurance Co. Ltd.,NLIC,175,1373,1365,1368,11913,16315793,1374,"-6.00 
                                             
"
2028,10/19/2020,Nepal Life Insurance Co. Ltd.,NLIC,157,1375,1370,1370,12583,17249304,1368,"2.00 
                                            
"
2029,10/20/2020,Nepal Life Insurance Co. Ltd.,NLIC,122,1389,1372,1376,8593,11819051,1370,"6.00 
                                            
"
2030,10/21/2020,Nepal Life Insurance Co. Ltd.,NLIC,219,1399,1378,1389,19518,27104885,1376,"13.00 
                                            
"
2031,10/22/2020,Nepal Life Insurance Co. Ltd.,NLIC,255,1400,1380,1396,28056,39036881,1389,"7.00 
                                            
"
2032,10/28/2020,Nepal Life Insurance Co. Ltd.,NLIC,333,1415,1393,1415,29392,41294919,1396,"19.00 
                                            
"
2033,10/29/2020,Nepal Life Insurance Co. Ltd.,NLIC,320,1485,1401,1414,24816,35153078,1415,"-1.00 
                                             
"
2034,11/1/2020,Nepal Life Insurance Co. Ltd.,NLIC,297,1425,1412,1416,24083,34118329,1414,"2.00 
                                            
"
2035,11/2/2020,Nepal Life Insurance Co. Ltd.,NLIC,305,1420,1408,1408,23955,33901620,1416,"-8.00 
                                             
"
2036,11/3/2020,Nepal Life Insurance Co. Ltd.,NLIC,234,1417,1410,1412,19968,28210870,1408,"4.00 
                                            
"
2037,11/4/2020,Nepal Life Insurance Co. Ltd.,NLIC,220,1415,1405,1408,14805,20864714,1412,"-4.00 
                                             
"
2038,11/5/2020,Nepal Life Insurance Co. Ltd.,NLIC,252,1412,1403,1409,30893,43520569,1408,"1.00 
                                            
"
2039,11/8/2020,Nepal Life Insurance Co. Ltd.,NLIC,387,1440,1403,1422,47943,67866419,1409,"13.00 
                                            
"
2040,11/9/2020,Nepal Life Insurance Co. Ltd.,NLIC,587,1441,1420,1421,72225,103298266,1422,"-1.00 
                                             
"
2041,11/10/2020,Nepal Life Insurance Co. Ltd.,NLIC,1307,1531,1425,1496,160848,235844168,1421,"75.00 
                                            
"
2042,11/11/2020,Nepal Life Insurance Co. Ltd.,NLIC,909,1545,1487,1512,100379,151574202,1496,"16.00 
                                            
"
2043,11/12/2020,Nepal Life Insurance Co. Ltd.,NLIC,926,1541,1515,1519,116773,177946585,1512,"7.00 
                                            
"
2044,11/18/2020,Nepal Life Insurance Co. Ltd.,NLIC,1370,1627,1519,1620,163906,259491025,1519,"101.00 
                                            
"
2045,11/19/2020,Nepal Life Insurance Co. Ltd.,NLIC,1437,1698,1620,1672,156025,261299651,1620,"52.00 
                                            
"
2046,11/22/2020,Nepal Life Insurance Co. Ltd.,NLIC,1559,1734,1606,1635,178589,297333398,1672,"-37.00 
                                             
"
2047,11/23/2020,Nepal Life Insurance Co. Ltd.,NLIC,1207,1716,1600,1607,143497,232121516,1635,"-28.00 
                                             
"
2048,11/24/2020,Nepal Life Insurance Co. Ltd.,NLIC,854,1670,1580,1652,111900,183314268,1607,"45.00 
                                            
"
2049,11/25/2020,Nepal Life Insurance Co. Ltd.,NLIC,949,1699,1650,1683,107477,180437582,1652,"31.00 
                                            
"
2050,11/26/2020,Nepal Life Insurance Co. Ltd.,NLIC,1205,1710,1653,1665,130107,218787001,1683,"-18.00 
                                             
"
2051,11/29/2020,Nepal Life Insurance Co. Ltd.,NLIC,1178,1700,1661,1695,157029,263912625,1665,"30.00 
                                            
"
2052,11/30/2020,Nepal Life Insurance Co. Ltd.,NLIC,1782,1864,1690,1855,215134,384886772,1695,"160.00 
                                            
"
2053,12/1/2020,Nepal Life Insurance Co. Ltd.,NLIC,1753,1965,1855,1910,176894,339035168,1855,"55.00 
                                            
"
2054,12/2/2020,Nepal Life Insurance Co. Ltd.,NLIC,1460,2000,1920,1997,156275,309834288,1910,"87.00 
                                            
"
2055,12/3/2020,Nepal Life Insurance Co. Ltd.,NLIC,1624,2060,1944,1955,151621,300338300,1997,"-42.00 
                                             
"
2056,12/6/2020,Nepal Life Insurance Co. Ltd.,NLIC,2013,1938,1764,1764,240092,449027621,1955,"-191.00 
                                             
"
2057,12/7/2020,Nepal Life Insurance Co. Ltd.,NLIC,2119,1900,1750,1895,259623,475972666,1764,"131.00 
                                            
"
2058,12/8/2020,Nepal Life Insurance Co. Ltd.,NLIC,1427,1958,1843,1877,164222,312862087,1895,"-18.00 
                                             
"
2059,12/9/2020,Nepal Life Insurance Co. Ltd.,NLIC,1131,1914,1829,1834,109201,202654856,1877,"-43.00 
                                             
"
2060,12/10/2020,Nepal Life Insurance Co. Ltd.,NLIC,1648,1921,1804,1900,198321,373200486,1834,"66.00 
                                            
"
2061,12/13/2020,Nepal Life Insurance Co. Ltd.,NLIC,2832,2045,1901,2035,336101,670172421,1900,"135.00 
                                            
"
2062,12/14/2020,Nepal Life Insurance Co. Ltd.,NLIC,3310,2238,2099,2238,339264,743999668,2035,"203.00 
                                            
"
2063,12/15/2020,Nepal Life Insurance Co. Ltd.,NLIC,2332,2394,2225,2265,229082,523826756,2238,"27.00 
                                            
"
2064,12/16/2020,Nepal Life Insurance Co. Ltd.,NLIC,1342,2280,2211,2242,142271,319176930,2265,"-23.00 
                                             
"
2065,12/17/2020,Nepal Life Insurance Co. Ltd.,NLIC,2083,2270,2172,2195,250312,554033418,2242,"-47.00 
                                             
"
2066,12/20/2020,Nepal Life Insurance Co. Ltd.,NLIC,3465,2215,2085,2103,501106,1071913946,2195,"-92.00 
                                             
"
2067,12/21/2020,Nepal Life Insurance Co. Ltd.,NLIC,2799,2150,2053,2138,348225,728869910,2103,"35.00 
                                            
"
2068,12/22/2020,Nepal Life Insurance Co. Ltd.,NLIC,3017,2351,2180,2351,375766,863682775,2138,"213.00 
                                            
"
2069,12/23/2020,Nepal Life Insurance Co. Ltd.,NLIC,5369,2586,2436,2443,567422,1434499493,2351,"92.00 
                                            
"
2070,12/24/2020,Nepal Life Insurance Co. Ltd.,NLIC,3029,2550,2315,2340,254324,598193541,2443,"-103.00 
                                             
"
2071,12/27/2020,Nepal Life Insurance Co. Ltd.,NLIC,3001,2360,2220,2224,302598,683972764,2340,"-116.00 
                                             
"
2072,12/28/2020,Nepal Life Insurance Co. Ltd.,NLIC,1501,2250,2179,2224,156981,349180052,2224,"0.00 
                                            
"
2073,12/29/2020,Nepal Life Insurance Co. Ltd.,NLIC,937,2265,2200,2200,85258,189835137,2224,"-24.00 
                                             
"
2074,12/30/2020,Nepal Life Insurance Co. Ltd.,NLIC,1209,2249,2180,2247,124099,275453229,2200,"47.00 
                                            
"
2075,12/31/2020,Nepal Life Insurance Co. Ltd.,NLIC,1546,2314,2250,2295,161443,370863573,2247,"48.00 
                                            
"
2076,1/3/2021,Nepal Life Insurance Co. Ltd.,NLIC,1892,2449,2317,2416,211374,509575228,2295,"121.00 
                                            
"
2077,1/4/2021,Nepal Life Insurance Co. Ltd.,NLIC,1463,2500,2368,2400,167886,407102599,2416,"-16.00 
                                             
"
2078,1/5/2021,Nepal Life Insurance Co. Ltd.,NLIC,930,2417,2365,2388,108317,259072324,2400,"-12.00 
                                             
"
2079,1/6/2021,Nepal Life Insurance Co. Ltd.,NLIC,845,2507,2376,2384,89413,213386743,2388,"-4.00 
                                             
"
2080,1/7/2021,Nepal Life Insurance Co. Ltd.,NLIC,969,2410,2380,2383,96447,230330801,2384,"-1.00 
                                             
"
2081,1/10/2021,Nepal Life Insurance Co. Ltd.,NLIC,1048,2399,2368,2374,82757,196848977,2383,"-9.00 
                                             
"
2082,1/11/2021,Nepal Life Insurance Co. Ltd.,NLIC,734,2399,2374,2380,52570,125364426,2374,"6.00 
                                            
"
2083,1/12/2021,Nepal Life Insurance Co. Ltd.,NLIC,797,2420,2261,2414,64682,155581233,2380,"34.00 
                                            
"
2084,1/13/2021,Nepal Life Insurance Co. Ltd.,NLIC,781,2460,2417,2436,61323,149679822,2414,"22.00 
                                            
"
2085,1/17/2021,Nepal Life Insurance Co. Ltd.,NLIC,874,2480,2438,2463,60655,149093851,2436,"27.00 
                                            
"
2086,1/18/2021,Nepal Life Insurance Co. Ltd.,NLIC,791,2500,2465,2465,65563,162232347,2463,"2.00 
                                            
"
2087,1/19/2021,Nepal Life Insurance Co. Ltd.,NLIC,4095,2701,2525,2689,351960,919706801,2465,"224.00 
                                            
"
2088,1/20/2021,Nepal Life Insurance Co. Ltd.,NLIC,2926,2936,2777,2885,216711,614089506,2689,"196.00 
                                            
"
2089,1/21/2021,Nepal Life Insurance Co. Ltd.,NLIC,2626,3000,2882,2908,181040,533312421,2885,"23.00 
                                            
"
2090,1/24/2021,Nepal Life Insurance Co. Ltd.,NLIC,2962,2999,2842,2849,232603,668273195,2908,"-59.00 
                                             
"
2091,1/25/2021,Nepal Life Insurance Co. Ltd.,NLIC,2534,2900,2827,2849,211660,603740719,2849,"0.00 
                                            
"
2092,1/26/2021,Nepal Life Insurance Co. Ltd.,NLIC,6348,2930,2865,2872,502000,1450763725,2849,"23.00 
                                            
"
2093,1/27/2021,Nepal Life Insurance Co. Ltd.,NLIC,4887,2411,2257,2411,394753,933423903,2192,"219.00 
                                            
"
2094,1/28/2021,Nepal Life Insurance Co. Ltd.,NLIC,3372,2500,2318,2349,240570,578891839,2411,"-62.00 
                                             
"
2095,1/31/2021,Nepal Life Insurance Co. Ltd.,NLIC,2399,2350,2248,2273,189542,434376452,2349,"-76.00 
                                             
"
2096,2/1/2021,Nepal Life Insurance Co. Ltd.,NLIC,1443,2320,2270,2278,119345,273855401,2273,"5.00 
                                            
"
2097,2/2/2021,Nepal Life Insurance Co. Ltd.,NLIC,1172,2390,2280,2300,108156,248772339,2278,"22.00 
                                            
"
2098,2/3/2021,Nepal Life Insurance Co. Ltd.,NLIC,1327,2335,2271,2275,96069,220304010,2300,"-25.00 
                                             
"
2099,2/4/2021,Nepal Life Insurance Co. Ltd.,NLIC,1238,2320,2242,2262,85953,195062344,2275,"-13.00 
                                             
"
2100,2/7/2021,Nepal Life Insurance Co. Ltd.,NLIC,1572,2325,2265,2312,138250,317697944,2262,"50.00 
                                            
"
2101,2/8/2021,Nepal Life Insurance Co. Ltd.,NLIC,1964,2460,2312,2378,141259,337956863,2312,"66.00 
                                            
"
2102,2/9/2021,Nepal Life Insurance Co. Ltd.,NLIC,1163,2405,2355,2366,91618,217653755,2378,"-12.00 
                                             
"
2103,2/10/2021,Nepal Life Insurance Co. Ltd.,NLIC,1068,2400,2360,2365,82555,196066944,2366,"-1.00 
                                             
"
2104,2/11/2021,Nepal Life Insurance Co. Ltd.,NLIC,1429,2470,2315,2324,92636,218228828,2365,"-41.00 
                                             
"
2105,2/14/2021,Nepal Life Insurance Co. Ltd.,NLIC,1122,2375,2275,2281,74468,170599666,2324,"-43.00 
                                             
"
2106,2/15/2021,Nepal Life Insurance Co. Ltd.,NLIC,993,2380,2298,2323,88325,205539013,2281,"42.00 
                                            
"
2107,2/16/2021,Nepal Life Insurance Co. Ltd.,NLIC,1043,2365,2293,2299,87917,203449167,2323,"-24.00 
                                             
"
2108,2/17/2021,Nepal Life Insurance Co. Ltd.,NLIC,972,2400,2280,2282,67264,153633612,2299,"-17.00 
                                             
"
2109,2/18/2021,Nepal Life Insurance Co. Ltd.,NLIC,1241,2300,2265,2271,93568,212408360,2282,"-11.00 
                                             
"
2110,2/21/2021,Nepal Life Insurance Co. Ltd.,NLIC,1599,2325,2225,2235,104288,234247637,2271,"-36.00 
                                             
"
2111,2/22/2021,Nepal Life Insurance Co. Ltd.,NLIC,2105,2255,2188,2204,135382,298105818,2235,"-31.00 
                                             
"
2112,2/23/2021,Nepal Life Insurance Co. Ltd.,NLIC,1995,2205,2119,2197,122907,265607845,2204,"-7.00 
                                             
"
2113,2/24/2021,Nepal Life Insurance Co. Ltd.,NLIC,1005,2280,2190,2219,64591,144343686,2197,"22.00 
                                            
"
2114,2/25/2021,Nepal Life Insurance Co. Ltd.,NLIC,980,2255,2185,2198,56037,123336402,2219,"-21.00 
                                             
"
2115,2/28/2021,Nepal Life Insurance Co. Ltd.,NLIC,1746,2200,2124,2124,120149,257271174,2198,"-74.00 
                                             
"
2116,3/1/2021,Nepal Life Insurance Co. Ltd.,NLIC,1484,2180,2075,2135,88087,187241328,2124,"11.00 
                                            
"
2117,3/2/2021,Nepal Life Insurance Co. Ltd.,NLIC,1785,2164,2054,2080,96833,202366180,2135,"-55.00 
                                             
"
2118,3/3/2021,Nepal Life Insurance Co. Ltd.,NLIC,2018,2080,2005,2018,131608,266731287,2080,"-62.00 
                                             
"
2119,3/4/2021,Nepal Life Insurance Co. Ltd.,NLIC,1382,2100,2034,2100,86322,179676372,2018,"82.00 
                                            
"
2120,3/7/2021,Nepal Life Insurance Co. Ltd.,NLIC,973,2140,2072,2075,52377,109698840,2100,"-25.00 
                                             
"
2121,3/9/2021,Nepal Life Insurance Co. Ltd.,NLIC,853,2098,2030,2039,46508,95169700,2075,"-36.00 
                                             
"
2122,3/10/2021,Nepal Life Insurance Co. Ltd.,NLIC,796,2063,2007,2024,51466,104148883,2039,"-15.00 
                                             
"
2123,3/14/2021,Nepal Life Insurance Co. Ltd.,NLIC,1481,2035,1974,1980,98924,196794400,2024,"-44.00 
                                             
"
2124,3/15/2021,Nepal Life Insurance Co. Ltd.,NLIC,1034,2014,1951,1962,65479,129070110,1980,"-18.00 
                                             
"
2125,3/16/2021,Nepal Life Insurance Co. Ltd.,NLIC,1330,2060,1925,1997,99070,193879884,1962,"35.00 
                                            
"
2126,3/17/2021,Nepal Life Insurance Co. Ltd.,NLIC,1397,2050,1997,2036,93027,188495743,1997,"39.00 
                                            
"
2127,3/18/2021,Nepal Life Insurance Co. Ltd.,NLIC,971,2090,1935,2086,64994,134495866,2036,"50.00 
                                            
"
2128,3/21/2021,Nepal Life Insurance Co. Ltd.,NLIC,1971,2220,2099,2220,143059,312094098,2086,"134.00 
                                            
"
2129,3/22/2021,Nepal Life Insurance Co. Ltd.,NLIC,1846,2331,2179,2185,118459,262239970,2220,"-35.00 
                                             
"
2130,3/23/2021,Nepal Life Insurance Co. Ltd.,NLIC,810,2198,2150,2178,71365,155713384,2185,"-7.00 
                                             
"
2131,3/24/2021,Nepal Life Insurance Co. Ltd.,NLIC,682,2213,2170,2195,66860,146547976,2178,"17.00 
                                            
"
2132,3/25/2021,Nepal Life Insurance Co. Ltd.,NLIC,870,2234,2150,2165,68881,149866772,2195,"-30.00 
                                             
"
2133,3/29/2021,Nepal Life Insurance Co. Ltd.,NLIC,493,2175,2150,2154,34057,73482636,2165,"-11.00 
                                             
"
2134,3/30/2021,Nepal Life Insurance Co. Ltd.,NLIC,419,2178,2152,2163,31817,68748609,2154,"9.00 
                                            
"
2135,3/31/2021,Nepal Life Insurance Co. Ltd.,NLIC,442,2200,2165,2178,25414,55400727,2163,"15.00 
                                            
"
2136,4/1/2021,Nepal Life Insurance Co. Ltd.,NLIC,700,2230,2155,2155,55515,120435978,2178,"-23.00 
                                             
"
2137,4/4/2021,Nepal Life Insurance Co. Ltd.,NLIC,669,2180,2150,2157,54099,116856942,2155,"2.00 
                                            
"
2138,4/5/2021,Nepal Life Insurance Co. Ltd.,NLIC,505,2185,2150,2152,35525,76650106,2157,"-5.00 
                                             
"
2139,4/6/2021,Nepal Life Insurance Co. Ltd.,NLIC,1133,2259,2110,2120,66667,142106724,2152,"-32.00 
                                             
"
2140,4/7/2021,Nepal Life Insurance Co. Ltd.,NLIC,1214,2130,2059,2100,75082,157775039,2120,"-20.00 
                                             
"
2141,4/8/2021,Nepal Life Insurance Co. Ltd.,NLIC,704,2201,2090,2113,43828,92790544,2100,"13.00 
                                            
"
2142,4/12/2021,Nepal Life Insurance Co. Ltd.,NLIC,649,2170,2080,2128,40529,86121130,2113,"15.00 
                                            
"
2143,4/13/2021,Nepal Life Insurance Co. Ltd.,NLIC,567,2150,2110,2112,36011,76396235,2128,"-16.00 
                                             
"
2144,4/15/2021,Nepal Life Insurance Co. Ltd.,NLIC,699,2145,2105,2109,41559,87927117,2112,"-3.00 
                                             
"
2145,4/18/2021,Nepal Life Insurance Co. Ltd.,NLIC,819,2125,2010,2090,41365,86909756,2109,"-19.00 
                                             
"
2146,4/19/2021,Nepal Life Insurance Co. Ltd.,NLIC,784,2143,2044,2065,41710,86375774,2090,"-25.00 
                                             
"
2147,4/20/2021,Nepal Life Insurance Co. Ltd.,NLIC,702,2095,2041,2067,49820,103202041,2065,"2.00 
                                            
"
2148,4/21/2021,Nepal Life Insurance Co. Ltd.,NLIC,769,2095,2040,2041,35867,73624554,2067,"-26.00 
                                             
"
2149,4/22/2021,Nepal Life Insurance Co. Ltd.,NLIC,814,2070,2010,2040,45534,92799327,2041,"-1.00 
                                             
"
2150,4/25/2021,Nepal Life Insurance Co. Ltd.,NLIC,1601,2040,1995,1997,88246,177039136,2040,"-43.00 
                                             
"
2151,4/26/2021,Nepal Life Insurance Co. Ltd.,NLIC,1612,2010,1950,1952,90155,177480793,1997,"-45.00 
                                             
"
2152,4/27/2021,Nepal Life Insurance Co. Ltd.,NLIC,984,2040,1950,2012,60783,120904821,1952,"60.00 
                                            
"
2153,4/28/2021,Nepal Life Insurance Co. Ltd.,NLIC,557,2030,1980,1998,27566,55224037,2012,"-14.00 
                                             
"
2154,4/29/2021,Nepal Life Insurance Co. Ltd.,NLIC,469,2029,1993,2001,24468,48936559,1998,"3.00 
                                            
"
2155,5/2/2021,Nepal Life Insurance Co. Ltd.,NLIC,1109,2131,1996,2098,71444,147808468,2001,"97.00 
                                            
"
2156,5/3/2021,Nepal Life Insurance Co. Ltd.,NLIC,884,2130,2057,2084,49382,103363838,2098,"-14.00 
                                             
"
2157,5/4/2021,Nepal Life Insurance Co. Ltd.,NLIC,456,2100,2000,2072,21801,45220492,2084,"-12.00 
                                             
"
2158,5/5/2021,Nepal Life Insurance Co. Ltd.,NLIC,608,2160,2050,2055,26769,55141782,2072,"-17.00 
                                             
"
2159,5/6/2021,Nepal Life Insurance Co. Ltd.,NLIC,760,2070,2021,2028,31696,64497355,2055,"-27.00 
                                             
"
2160,5/9/2021,Nepal Life Insurance Co. Ltd.,NLIC,644,2028,2000,2015,30702,61912491,2028,"-13.00 
                                             
"
2161,5/10/2021,Nepal Life Insurance Co. Ltd.,NLIC,439,2044,2007,2033,22973,46552479,2015,"18.00 
                                            
"
2162,5/11/2021,Nepal Life Insurance Co. Ltd.,NLIC,479,2070,2030,2066,29311,60476115,2033,"33.00 
                                            
"
2163,5/12/2021,Nepal Life Insurance Co. Ltd.,NLIC,394,2169,2040,2058,17482,36008273,2066,"-8.00 
                                             
"
2164,5/13/2021,Nepal Life Insurance Co. Ltd.,NLIC,699,2067,2036,2065,43772,90115620,2058,"7.00 
                                            
"
2165,5/16/2021,Nepal Life Insurance Co. Ltd.,NLIC,1109,2115,2075,2100,69303,145359234,2065,"35.00 
                                            
"
2166,5/17/2021,Nepal Life Insurance Co. Ltd.,NLIC,1617,2160,2100,2140,87693,187769992,2100,"40.00 
                                            
"
2167,5/18/2021,Nepal Life Insurance Co. Ltd.,NLIC,857,2171,2119,2145,53234,114135823,2140,"5.00 
                                            
"
2168,5/19/2021,Nepal Life Insurance Co. Ltd.,NLIC,1230,2198,2128,2140,66589,143945571,2145,"-5.00 
                                             
"
2169,5/20/2021,Nepal Life Insurance Co. Ltd.,NLIC,760,2247,2118,2118,41263,87835181,2140,"-22.00 
                                             
"
2170,5/23/2021,Nepal Life Insurance Co. Ltd.,NLIC,751,2130,2066,2109,46350,97589188,2118,"-9.00 
                                             
"
2171,5/24/2021,Nepal Life Insurance Co. Ltd.,NLIC,871,2150,2100,2107,55987,118704967,2109,"-2.00 
                                             
"
2172,5/25/2021,Nepal Life Insurance Co. Ltd.,NLIC,856,2152,2092,2125,62290,132341836,2107,"18.00 
                                            
"
2173,5/27/2021,Nepal Life Insurance Co. Ltd.,NLIC,1019,2120,2090,2095,64014,134488643,2125,"-30.00 
                                             
"
2174,5/30/2021,Nepal Life Insurance Co. Ltd.,NLIC,948,2135,2080,2096,63938,134158868,2095,"1.00 
                                            
"
2175,5/31/2021,Nepal Life Insurance Co. Ltd.,NLIC,928,2124,2060,2065,55517,115783351,2096,"-31.00 
                                             
"
2176,6/1/2021,Nepal Life Insurance Co. Ltd.,NLIC,842,2075,2020,2055,44950,92408845,2065,"-10.00 
                                             
"
2177,6/2/2021,Nepal Life Insurance Co. Ltd.,NLIC,816,2080,2020,2098,50660,105343616,2055,"43.00 
                                            
"
2178,6/3/2021,Nepal Life Insurance Co. Ltd.,NLIC,768,2138,2082,2088,47425,99359042,2098,"-10.00 
                                             
"
2179,6/6/2021,Nepal Life Insurance Co. Ltd.,NLIC,875,2100,2073,2078,60881,126651670,2088,"-10.00 
                                             
"
2180,6/7/2021,Nepal Life Insurance Co. Ltd.,NLIC,847,2098,2072,2073,47007,97810817,2078,"-6.00 
                                             
"
2181,6/8/2021,Nepal Life Insurance Co. Ltd.,NLIC,1282,2121,2040,2104,103676,217301114,2073,"31.00 
                                            
"
2182,6/9/2021,Nepal Life Insurance Co. Ltd.,NLIC,1797,2200,2125,2145,107240,231820396,2104,"41.00 
                                            
"
2183,6/10/2021,Nepal Life Insurance Co. Ltd.,NLIC,1116,2180,2110,2114,65812,140368383,2145,"-31.00 
                                             
"
2184,6/13/2021,Nepal Life Insurance Co. Ltd.,NLIC,1128,2149,2061,2093,65887,138619084,2114,"-21.00 
                                             
"
2185,6/14/2021,Nepal Life Insurance Co. Ltd.,NLIC,1154,2128,2060,2091,76672,160625928,2093,"-2.00 
                                             
"
2186,6/15/2021,Nepal Life Insurance Co. Ltd.,NLIC,1199,2150,2100,2111,84271,178102383,2091,"20.00 
                                            
"
2187,6/16/2021,Nepal Life Insurance Co. Ltd.,NLIC,1460,2100,2050,2070,85358,177287114,2111,"-41.00 
                                             
"
2188,6/17/2021,Nepal Life Insurance Co. Ltd.,NLIC,896,2085,2051,2062,61116,126371321,2070,"-8.00 
                                             
"
